Column1,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Customer Status,Status.Churn Label,Status.Churn Value,Status.Churn Score,Status.CLTV,Status.Churn Category,Status.Churn Reason,Location.Country,Location.State,Location.City,Location.Zip Code,Location.Latitude,Location.Longitude,Population.Population,Age Group,Tenure Group,Churn Risk
7758-UJWYS,1,Male,31,No,No,Yes,Yes,1,34,None,DSL,Yes,Yes,No,Two Year,Bank Withdrawal,40.55,1325.85,1325.85,5,Stayed,No,0,31,3897,,,United States,California,Millbrae,94030,37.601248,-122.403099,20350,31-45,Loyal,Medium
2050-ONYDQ,1,Female,48,No,No,Yes,Yes,1,65,None,None,No,No,No,Two Year,Credit Card,26,1654.85,1846.6,3,Stayed,No,0,72,5352,,,United States,California,Montara,94037,37.540582,-122.509594,2346,46-60,Long-term,High
7055-JCGNI,1,Female,60,No,No,No,No,0,70,Offer A,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,111.95,7795.95,10915.85,4,Stayed,No,0,25,4182,,,United States,California,Moss Beach,94038,37.515556,-122.502311,3064,46-60,Long-term,Low
0739-UUAJR,1,Female,61,No,No,Yes,Yes,1,72,Offer A,Cable,No,Yes,Yes,Two Year,Credit Card,53.8,3952.45,3952.45,3,Stayed,No,0,28,4954,,,United States,California,Mountain View,94040,37.380662,-122.086022,32143,60,Long-term,Low
4826-DXMUP,1,Male,23,Yes,No,No,Yes,2,35,None,DSL,Yes,Yes,Yes,One Year,Credit Card,72.1,2495.15,2849,4,Stayed,No,0,45,5510,,,United States,California,Mountain View,94041,37.388349,-122.075299,13483,18-30,Loyal,Medium
7285-KLOTR,1,Female,46,No,No,Yes,No,0,12,None,Cable,No,Yes,Yes,One Year,Bank Withdrawal,78.85,876.75,1177.83,3,Stayed,No,0,55,2495,,,United States,California,Pacifica,94044,37.573633,-122.455167,38885,46-60,New Customer,Medium
0654-PQKDW,1,Female,58,No,No,Yes,Yes,2,62,None,DSL,Yes,Yes,No,One Year,Bank Withdrawal,70.75,4263.45,6870.55,3,Stayed,No,0,24,4133,,,United States,California,Pescadero,94060,37.22565,-122.297533,2055,46-60,Long-term,Low
7175-NTIXE,1,Female,26,Yes,No,No,No,0,25,None,DSL,Yes,Yes,Yes,Month-to-Month,Credit Card,76.15,1992.95,2534.7,3,Stayed,No,0,32,3955,,,United States,California,Redwood City,94061,37.461251,-122.235414,35737,18-30,Loyal,Medium
7963-SHNDT,1,Female,63,No,No,No,No,0,52,None,DSL,Yes,No,No,Two Year,Credit Card,39.1,1982.1,2112.1,3,Stayed,No,0,52,4247,,,United States,California,Redwood City,94062,37.410567,-122.297152,25569,60,Long-term,Medium
0188-GWFLE,1,Male,33,No,No,No,No,0,2,None,None,No,No,No,Month-to-Month,Credit Card,20.05,33.7,37.32,3,Joined,No,0,59,4978,,,United States,California,Redwood City,94065,37.527497,-122.230941,10658,31-45,New Customer,Medium
8129-GMVGI,1,Female,58,No,No,Yes,Yes,3,56,None,None,No,No,No,Two Year,Credit Card,20.05,1090.1,3071.38,4,Stayed,No,0,59,5172,,,United States,California,San Bruno,94066,37.624436,-122.430661,39566,46-60,Long-term,Medium
2882-DDZPG,1,Female,27,Yes,No,No,No,0,12,None,None,No,No,No,Month-to-Month,Bank Withdrawal,19.45,227.45,657.17,4,Stayed,No,0,76,4862,,,United States,California,San Carlos,94070,37.497915,-122.267361,28098,18-30,New Customer,High
3547-LQRIK,1,Female,20,Yes,No,Yes,No,0,47,None,None,No,No,No,One Year,Bank Withdrawal,26.9,1250.85,1799.81,4,Stayed,No,0,47,2382,,,United States,California,San Gregorio,94074,37.331762,-122.341444,291,18-30,Loyal,Medium
5843-TTHGI,1,Female,30,No,No,No,No,0,18,None,DSL,No,No,No,Month-to-Month,Credit Card,50,892.7,1254.64,5,Stayed,No,0,49,4952,,,United States,California,Sunnyvale,94086,37.378541,-122.020456,64010,18-30,Growing,Medium
1849-RJYIG,1,Female,43,No,No,No,No,0,8,None,DSL,No,Yes,No,Month-to-Month,Bank Withdrawal,60,487.75,861.99,3,Stayed,No,0,29,5862,,,United States,California,Sunnyvale,94087,37.3511,-122.037311,50070,31-45,New Customer,Low
8868-GAGIO,1,Male,49,No,No,Yes,No,0,45,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,84.55,3713.95,4739.95,3,Stayed,No,0,44,3289,,,United States,California,Sunnyvale,94089,37.421633,-122.009613,16985,46-60,Loyal,Medium
4061-UKJWL,1,Male,35,No,No,No,No,0,3,None,Cable,No,No,No,Month-to-Month,Credit Card,45.45,141.7,202.81,5,Joined,No,0,72,3666,,,United States,California,San Francisco,94102,37.7795,-122.419233,28998,31-45,New Customer,High
5380-XPJNZ,1,Female,22,Yes,No,No,No,0,38,None,None,No,No,No,One Year,Credit Card,20.05,678.2,2222.52,3,Stayed,No,0,27,4539,,,United States,California,San Francisco,94103,37.773147,-122.411287,23036,18-30,Loyal,Low
8263-QMNTJ,1,Male,46,No,No,Yes,No,0,72,Offer A,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.55,8425.3,11868.34,3,Stayed,No,0,58,5890,,,United States,California,San Francisco,94104,37.791222,-122.402241,384,46-60,Long-term,Medium
3230-JCNZS,1,Female,43,No,No,Yes,Yes,2,71,Offer A,Fiber Optic,No,Yes,No,Two Year,Credit Card,99,7061.65,8178.48,3,Stayed,No,0,74,4305,,,United States,California,San Francisco,94107,37.768881,-122.395521,17372,31-45,Long-term,High
0277-ORXQS,1,Male,33,No,No,Yes,Yes,4,66,Offer A,Cable,Yes,Yes,Yes,Two Year,Bank Withdrawal,50.55,3364.55,3474.55,4,Stayed,No,0,30,4652,,,United States,California,San Francisco,94108,37.791998,-122.408653,13723,31-45,Long-term,Low
7996-BPXHY,1,Female,44,No,No,Yes,Yes,3,13,None,None,No,No,No,Two Year,Bank Withdrawal,25,332.5,789.97,4,Stayed,No,0,21,4734,,,United States,California,San Francisco,94111,37.801776,-122.402293,3337,31-45,Growing,Low
3227-WLKLI,1,Female,52,No,No,Yes,Yes,3,65,None,Cable,Yes,Yes,Yes,Two Year,Bank Withdrawal,91.55,5963.95,6621.1,3,Stayed,No,0,26,4921,,,United States,California,San Francisco,94112,37.720498,-122.443119,73117,46-60,Long-term,Low
2266-FUBDZ,1,Male,19,Yes,No,Yes,Yes,3,15,None,None,No,No,No,Two Year,Credit Card,19.35,278.85,975.9,3,Stayed,No,0,54,2742,,,United States,California,San Francisco,94115,37.786031,-122.437301,33122,18-30,Growing,Medium
8237-ULIXL,1,Female,21,Yes,No,Yes,No,0,72,Offer A,None,No,No,No,Two Year,Credit Card,24.85,1871.85,2827.29,3,Stayed,No,0,78,4067,,,United States,California,San Francisco,94116,37.74441,-122.486764,42959,18-30,Long-term,High
8216-AZUUZ,1,Female,42,No,No,Yes,Yes,3,42,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,100.4,4303.65,4832.85,5,Stayed,No,0,76,3265,,,United States,California,San Francisco,94118,37.781304,-122.461522,38955,31-45,Loyal,High
9153-BTBVV,1,Female,61,No,No,Yes,No,0,71,Offer A,None,No,No,No,Two Year,Bank Withdrawal,25,1753,5161.71,4,Stayed,No,0,79,4066,,,United States,California,San Francisco,94121,37.776718,-122.495781,42476,60,Long-term,High
5186-PEIZU,1,Female,31,No,No,No,No,0,35,None,None,No,No,No,Month-to-Month,Bank Withdrawal,19.25,617.65,1941,5,Stayed,No,0,67,4988,,,United States,California,San Francisco,94124,37.731505,-122.384532,33177,31-45,Loyal,Medium
1074-AMIOH,1,Female,38,No,No,Yes,Yes,2,53,None,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,108.25,5935.1,8234.77,4,Stayed,No,0,73,5989,,,United States,California,San Francisco,94127,37.736535,-122.45732,20643,31-45,Long-term,High
4361-FEBGN,1,Male,41,No,No,No,No,0,48,None,None,No,No,No,Two Year,Credit Card,20.15,982.95,2599.59,5,Stayed,No,0,43,4399,,,United States,California,San Francisco,94131,37.746699,-122.442833,27906,31-45,Loyal,Medium
0380-ZCSBI,1,Male,56,No,No,No,No,0,10,None,None,No,No,No,Month-to-Month,Credit Card,20,198.7,242.9,5,Stayed,No,0,66,2411,,,United States,California,San Francisco,94133,37.802071,-122.411004,26831,46-60,New Customer,Medium
7145-FEJWU,1,Female,62,No,No,No,Yes,2,12,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,105.3,1275.65,1479.17,3,Stayed,No,0,72,5913,,,United States,California,San Francisco,94134,37.721052,-122.413573,40137,60,New Customer,High
3969-JQABI,1,Female,47,No,No,Yes,No,0,58,None,DSL,No,Yes,No,Month-to-Month,Credit Card,65.25,3791.6,6230.88,3,Stayed,No,0,64,5912,,,United States,California,Palo Alto,94303,37.45809,-122.115398,45499,46-60,Long-term,Medium
9624-EGDEQ,1,Female,49,No,No,No,No,0,37,None,None,No,No,No,Two Year,Credit Card,19.8,813.3,2366.93,5,Stayed,No,0,61,5336,,,United States,California,Palo Alto,94304,37.386978,-122.177746,1723,46-60,Loyal,Medium
1051-EQPZR,1,Female,21,Yes,No,Yes,Yes,2,44,None,None,No,No,No,Month-to-Month,Credit Card,19.6,780.25,963.73,5,Stayed,No,0,36,5584,,,United States,California,Stanford,94305,37.424342,-122.165641,13386,18-30,Loyal,Medium
5849-ASHZJ,1,Male,26,Yes,No,No,Yes,3,27,None,None,No,No,No,One Year,Credit Card,20.05,552.9,1020,3,Stayed,No,0,65,2400,,,United States,California,Palo Alto,94306,37.416159,-122.131337,24492,18-30,Loyal,Medium
5780-INQIK,1,Female,52,No,No,No,No,0,8,None,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,49.4,408.25,575.45,4,Stayed,No,0,48,2907,,,United States,California,San Mateo,94401,37.590421,-122.306467,32488,46-60,New Customer,Medium
8384-FZBJK,1,Female,37,No,No,Yes,Yes,3,57,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.6,5611.7,7456.79,3,Stayed,No,0,48,6351,,,United States,California,San Mateo,94404,37.556094,-122.272437,31882,31-45,Long-term,Medium
3750-RNQKR,1,Female,38,No,No,No,No,0,12,None,None,No,No,No,Month-to-Month,Credit Card,19.45,246.25,463.69,4,Stayed,No,0,33,4788,,,United States,California,Alameda,94501,37.774633,-122.274434,58555,31-45,New Customer,Medium
0962-CQPWQ,1,Female,57,No,No,Yes,Yes,2,62,None,None,No,No,No,Two Year,Bank Withdrawal,20.3,1296.15,1445.57,5,Stayed,No,0,56,4574,,,United States,California,Alameda,94502,37.724817,-122.224363,13996,46-60,Long-term,Medium
3096-YXENJ,1,Female,25,Yes,No,Yes,No,0,65,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,107.65,7082.85,8882.7,5,Stayed,No,0,25,4193,,,United States,California,Danville,94506,37.791481,-121.903253,19777,18-30,Long-term,Low
1265-BCFEO,1,Female,30,No,No,Yes,No,0,71,Offer A,Cable,Yes,Yes,Yes,Two Year,Bank Withdrawal,80.45,5662.25,7549.43,5,Stayed,No,0,75,4518,,,United States,California,Alamo,94507,37.855717,-121.994813,15187,18-30,Long-term,High
5837-LXSDN,1,Female,63,No,No,Yes,Yes,3,21,None,Cable,No,Yes,No,One Year,Credit Card,58.85,1215.45,1965.57,4,Stayed,No,0,25,2845,,,United States,California,Angwin,94508,38.542448,-122.419923,3641,60,Growing,Low
5945-AZYHT,1,Male,53,No,No,Yes,No,0,71,Offer A,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,109.6,7854.15,11355.87,3,Stayed,No,0,22,4564,,,United States,California,Antioch,94509,37.980057,-121.801599,90891,46-60,Long-term,Low
8325-QRPZR,1,Female,56,No,No,No,No,0,7,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,75.15,525,745.42,3,Stayed,No,0,50,4216,,,United States,California,Benicia,94510,38.113533,-122.11926,25578,46-60,New Customer,Medium
6384-VMJHP,1,Female,23,Yes,No,No,No,0,72,Offer A,Cable,Yes,No,Yes,Two Year,Credit Card,73,5265.2,6922.64,4,Stayed,No,0,80,5127,,,United States,California,Bethel Island,94511,38.050558,-121.646924,2379,18-30,Long-term,High
2262-SLNVK,1,Female,53,No,No,No,No,0,1,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,70.1,70.1,71.25,4,Joined,No,0,74,2475,,,United States,California,Birds Landing,94512,38.140719,-121.838298,138,46-60,New Customer,High
7730-CLDSV,1,Female,61,No,No,Yes,Yes,2,72,Offer A,Fiber Optic,Yes,No,Yes,Two Year,Bank Withdrawal,98.65,7129.45,9664.57,4,Stayed,No,0,78,4616,,,United States,California,Brentwood,94513,37.908242,-121.682472,26577,60,Long-term,High
1135-HIORI,1,Female,48,No,No,Yes,Yes,3,64,Offer B,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,111.45,7266.95,9786.63,5,Stayed,No,0,74,5129,,,United States,California,Byron,94514,37.83323,-121.601461,10153,46-60,Long-term,High
0164-APGRB,1,Female,56,No,No,No,No,0,72,Offer A,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,114.9,8496.7,11979.34,4,Stayed,No,0,69,4589,,,United States,California,Calistoga,94515,38.629618,-122.593216,7384,46-60,Long-term,Medium
6481-ESCNL,1,Female,33,No,No,No,No,0,29,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.55,2878.75,3188.18,4,Stayed,No,0,53,4847,,,United States,California,Clayton,94517,37.881842,-121.848111,14239,31-45,Loyal,Medium
1790-NESIO,1,Female,23,Yes,No,No,No,0,13,None,None,No,No,No,Two Year,Credit Card,20.4,261.3,346.58,5,Stayed,No,0,76,4883,,,United States,California,Concord,94518,37.950248,-122.022455,27394,18-30,Growing,High
1550-EENBN,1,Female,23,Yes,No,No,No,0,31,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,104.35,3205.6,4622.61,4,Stayed,No,0,78,5320,,,United States,California,Concord,94519,37.990118,-122.012188,18650,18-30,Loyal,High
8198-RKSZG,1,Female,43,No,No,Yes,Yes,3,14,Offer D,DSL,Yes,Yes,Yes,Month-to-Month,Credit Card,80.45,1137.05,1273.83,3,Stayed,No,0,26,5772,,,United States,California,El Cerrito,94530,37.924838,-122.289145,23141,31-45,Growing,Low
9297-EONCV,1,Female,47,No,No,No,No,0,72,Offer A,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,91.35,6697.2,9880.32,3,Stayed,No,0,52,5378,,,United States,California,Fremont,94536,37.572273,-121.964583,66543,46-60,Long-term,Medium
1069-QJOEE,1,Male,47,No,No,Yes,Yes,1,25,None,None,No,No,No,One Year,Bank Withdrawal,19.9,505.45,977.2,5,Stayed,No,0,76,4134,,,United States,California,Hayward,94541,37.674002,-122.076796,60274,46-60,Loyal,High
7799-DSEWS,1,Male,22,Yes,No,No,No,0,18,Offer D,DSL,Yes,Yes,No,Month-to-Month,Bank Withdrawal,68.35,1299.8,2176.04,3,Stayed,No,0,47,5993,,,United States,California,Hayward,94544,37.639215,-122.037554,72993,18-30,Growing,Medium
8766-PAFNE,1,Male,21,Yes,No,Yes,No,0,71,Offer A,DSL,Yes,Yes,Yes,Two Year,Credit Card,79.1,5564.85,7554.27,5,Stayed,No,0,29,5872,,,United States,California,Hayward,94545,37.62984,-122.120843,27311,18-30,Long-term,Low
3130-ICDUP,1,Female,56,No,No,No,Yes,1,2,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,80.55,188.1,198.7,4,Joined,No,0,40,5346,,,United States,California,Hercules,94547,37.991259,-122.214945,22479,46-60,New Customer,Medium
0820-FNRNX,1,Male,48,No,No,Yes,Yes,3,17,Offer D,DSL,Yes,No,No,Month-to-Month,Mailed Check,66.7,1077.05,1584.84,3,Stayed,No,0,46,2814,,,United States,California,Lafayette,94549,37.907777,-122.127161,23996,46-60,Growing,Medium
0880-FVFWF,1,Male,32,No,No,No,No,0,56,Offer B,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,86.4,4922.4,7002.8,5,Stayed,No,0,64,4449,,,United States,California,Livermore,94550,37.571748,-121.659562,75929,31-45,Long-term,Medium
4611-ANLQC,1,Female,31,No,No,Yes,No,0,60,Offer B,Cable,No,No,Yes,One Year,Bank Withdrawal,50.05,2911.5,2911.5,3,Stayed,No,0,65,5493,,,United States,California,Castro Valley,94552,37.722727,-122.02157,13212,31-45,Long-term,Medium
4213-HKBJO,1,Female,60,No,No,No,No,0,33,None,None,No,No,No,Two Year,Credit Card,25.7,826.1,2030.6,4,Stayed,No,0,39,3378,,,United States,California,Martinez,94553,38.014457,-122.115432,46677,46-60,Loyal,Medium
2792-LSHWX,1,Female,49,No,No,No,No,0,1,None,Fiber Optic,Yes,No,No,Month-to-Month,Credit Card,83.4,83.4,126.46,3,Joined,No,0,26,5960,,,United States,California,Fremont,94555,37.555473,-122.080312,33883,46-60,New Customer,Low
0014-BMAQU,1,Male,52,No,No,Yes,No,0,63,Offer B,Fiber Optic,Yes,No,No,Two Year,Credit Card,84.65,5377.8,6214.28,4,Stayed,No,0,49,4604,,,United States,California,Napa,94558,38.489789,-122.27011,63947,46-60,Long-term,Medium
9018-PCIOK,1,Female,63,No,No,No,No,0,55,Offer B,Cable,No,No,Yes,Two Year,Mailed Check,64.75,3617.1,5102.1,3,Stayed,No,0,36,4634,,,United States,California,Newark,94560,37.504133,-122.032347,42491,60,Long-term,Medium
4837-QUSFT,1,Female,35,No,No,Yes,No,0,65,Offer B,Fiber Optic,Yes,Yes,No,One Year,Bank Withdrawal,100.15,6643.5,9023.8,4,Stayed,No,0,72,4915,,,United States,California,Oakley,94561,37.999406,-121.686241,27607,31-45,Long-term,High
9953-ZMKSM,1,Male,28,Yes,No,No,No,0,63,Offer B,None,No,No,No,Two Year,Mailed Check,25.25,1559.3,1811.93,4,Stayed,No,0,79,4530,,,United States,California,Pinole,94564,37.996462,-122.293716,16717,18-30,Long-term,High
7665-NKLAV,1,Female,19,Yes,No,Yes,Yes,3,36,None,Cable,Yes,No,No,Two Year,Credit Card,40.65,1547.35,1547.35,4,Stayed,No,0,44,2564,,,United States,California,Pleasanton,94566,37.633361,-121.862395,36669,18-30,Loyal,Medium
4391-LNRXK,1,Male,37,No,No,No,No,0,22,Offer D,Fiber Optic,Yes,No,Yes,Month-to-Month,Bank Withdrawal,94.95,2142.8,3200.34,5,Stayed,No,0,28,4242,,,United States,California,Port Costa,94569,38.035707,-122.196821,173,31-45,Growing,Low
8562-GHPPI,1,Female,50,No,No,No,No,0,1,None,None,No,No,No,Month-to-Month,Credit Card,19.8,19.8,31.76,5,Joined,No,0,22,3129,,,United States,California,San Leandro,94577,37.717196,-122.159338,41871,46-60,New Customer,Low
5893-PYOLZ,1,Male,55,No,No,No,No,0,56,Offer B,DSL,Yes,Yes,Yes,Two Year,Credit Card,81.8,4534.45,7298.61,5,Stayed,No,0,75,4399,,,United States,California,San Leandro,94578,37.704384,-122.126703,36568,46-60,Long-term,High
4986-MXSFP,1,Female,40,No,No,No,No,0,2,Offer E,None,No,No,No,Month-to-Month,Mailed Check,20,40.9,127.44,4,Joined,No,0,39,2237,,,United States,California,San Leandro,94579,37.687264,-122.15728,19815,31-45,New Customer,Medium
6131-FOYAS,1,Male,48,No,No,No,No,0,35,None,DSL,No,No,No,Month-to-Month,Bank Withdrawal,59.6,2094.9,2816.25,3,Stayed,No,0,27,2187,,,United States,California,San Lorenzo,94580,37.676249,-122.132415,26240,46-60,Loyal,Low
3027-YNWZU,1,Female,44,No,No,Yes,No,0,64,Offer B,None,No,No,No,Two Year,Credit Card,25,1584.8,2020.64,5,Stayed,No,0,61,5538,,,United States,California,San Ramon,94583,37.766556,-121.976784,44078,31-45,Long-term,Medium
5609-IMCGG,1,Female,44,No,No,No,No,0,15,Offer D,Fiber Optic,No,No,No,Month-to-Month,Credit Card,84.35,1302.65,1395.95,3,Stayed,No,0,35,3314,,,United States,California,Suisun City,94585,38.197907,-122.017258,39279,31-45,Growing,Medium
4727-MCYZG,1,Male,23,Yes,No,No,No,0,1,Offer E,DSL,No,No,Yes,Month-to-Month,Mailed Check,55.55,55.55,118.87,5,Joined,No,0,35,2207,,,United States,California,Union City,94587,37.59485,-122.051521,66472,18-30,New Customer,Medium
9481-WHGWY,1,Female,35,No,No,Yes,Yes,3,70,Offer A,DSL,Yes,Yes,Yes,Two Year,Credit Card,75.35,5437.75,8204.85,3,Stayed,No,0,64,6477,,,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,31-45,Long-term,Medium
4328-VUFWD,1,Female,62,No,No,No,No,0,39,None,DSL,Yes,No,Yes,One Year,Bank Withdrawal,59.3,2209.15,2473.18,4,Stayed,No,0,42,5843,,,United States,California,Vallejo,94591,38.105733,-122.186338,51665,60,Loyal,Medium
3301-LSLWQ,1,Female,32,No,No,No,No,0,29,None,Cable,No,No,Yes,Month-to-Month,Bank Withdrawal,66.1,1912.15,2430.38,3,Stayed,No,0,72,5590,,,United States,California,Vallejo,94592,38.093701,-122.276589,159,31-45,Loyal,High
7473-ZBDSN,1,Female,38,No,No,Yes,Yes,3,14,Offer D,None,No,No,No,Two Year,Mailed Check,18.8,255.55,879.25,5,Stayed,No,0,28,5751,,,United States,California,Walnut Creek,94595,37.862128,-122.075197,18024,31-45,Growing,Low
3166-PNEOF,1,Female,57,No,No,No,No,0,61,Offer B,Cable,Yes,Yes,Yes,Two Year,Credit Card,86.45,5175.3,5450.41,4,Stayed,No,0,74,4471,,,United States,California,Walnut Creek,94596,37.900662,-122.052782,40917,46-60,Long-term,High
5639-NTUPK,1,Male,28,Yes,No,No,Yes,1,13,Offer D,Cable,No,No,No,Month-to-Month,Credit Card,52.1,670.65,919.86,3,Stayed,No,0,34,4929,,,United States,California,Walnut Creek,94598,37.916648,-122.008483,26022,18-30,Growing,Medium
8780-YRMTT,1,Female,64,No,No,No,No,0,66,Offer A,DSL,Yes,No,No,Two Year,Mailed Check,47.4,3177.25,3177.25,3,Stayed,No,0,27,6435,,,United States,California,Yountville,94599,38.421458,-122.365048,2873,60,Long-term,Low
5140-FOMCQ,1,Female,52,No,No,Yes,No,0,59,Offer B,Fiber Optic,No,Yes,Yes,One Year,Credit Card,109.15,6557.75,8945.48,4,Stayed,No,0,67,5186,,,United States,California,Oakland,94602,37.803883,-122.208417,28900,46-60,Long-term,Medium
6242-SGYTS,1,Male,19,Yes,No,Yes,Yes,3,62,Offer B,Fiber Optic,No,Yes,No,One Year,Credit Card,94.95,5791.85,6768.97,4,Stayed,No,0,27,4262,,,United States,California,Oakland,94603,37.739113,-122.175602,31392,18-30,Long-term,Low
8414-OOEEL,1,Male,48,No,No,No,Yes,2,66,Offer A,DSL,Yes,Yes,Yes,Two Year,Credit Card,79.5,5196.1,6019.78,4,Stayed,No,0,66,4285,,,United States,California,Oakland,94606,37.792489,-122.244314,41876,46-60,Long-term,Medium
8454-AATJP,1,Female,41,No,No,No,No,0,72,Offer A,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,115.05,8405,9816.2,3,Stayed,No,0,46,5905,,,United States,California,Oakland,94607,37.80707,-122.297401,21054,31-45,Long-term,Medium
4531-AUZNK,1,Female,21,Yes,No,Yes,Yes,1,51,Offer B,Fiber Optic,Yes,Yes,No,One Year,Mailed Check,95.15,5000.05,5939.47,3,Stayed,No,0,21,6492,,,United States,California,Oakland,94610,37.808731,-122.238708,29964,18-30,Long-term,Low
4191-XOVOM,1,Male,25,Yes,No,No,No,0,63,Offer B,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.4,6713.2,8275.19,4,Stayed,No,0,66,4551,,,United States,California,Oakland,94611,37.828416,-122.216005,36517,18-30,Long-term,Medium
2150-OEGBV,1,Male,31,No,No,No,No,0,27,None,None,No,No,No,One Year,Bank Withdrawal,20.1,562.6,1464.4,5,Stayed,No,0,28,3428,,,United States,California,Oakland,94612,37.809014,-122.269739,11702,31-45,Loyal,Low
4878-BUNFV,1,Male,59,No,No,Yes,Yes,1,42,Offer B,None,No,No,No,Two Year,Mailed Check,20.7,828.85,2173.69,5,Stayed,No,0,76,5320,,,United States,California,Oakland,94621,37.750553,-122.197175,30751,46-60,Loyal,High
1872-EBWSC,1,Female,28,Yes,No,No,No,0,29,None,None,No,No,No,One Year,Mailed Check,20.35,617.35,1231.86,4,Stayed,No,0,66,4840,,,United States,California,Berkeley,94702,37.866009,-122.286228,15638,18-30,Loyal,Medium
7026-YMSBE,1,Male,62,No,No,No,No,0,30,None,None,No,No,No,One Year,Mailed Check,19.7,625.05,1362.15,4,Stayed,No,0,59,3302,,,United States,California,Berkeley,94704,37.871416,-122.246597,21205,60,Loyal,Medium
6997-UVGOX,1,Male,35,No,No,Yes,Yes,3,71,Offer A,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,85.45,6029.9,7650.83,3,Stayed,No,0,44,5394,,,United States,California,Albany,94706,37.890274,-122.295192,15882,31-45,Long-term,Medium
9674-EHPPG,1,Male,63,No,No,Yes,No,0,46,Offer B,DSL,Yes,No,No,Two Year,Credit Card,40.4,1842.7,1922.7,3,Stayed,No,0,44,2519,,,United States,California,Berkeley,94707,37.897753,-122.279391,11889,60,Loyal,Medium
5440-VHLUL,1,Male,48,No,No,No,No,0,69,Offer A,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,105.2,7386.05,10461.38,3,Stayed,No,0,47,6247,,,United States,California,Berkeley,94710,37.872902,-122.303708,8157,46-60,Long-term,Medium
5781-BKHOP,1,Female,48,No,No,Yes,No,0,72,Offer A,Fiber Optic,No,Yes,No,Two Year,Bank Withdrawal,100.65,7334.05,10335.01,3,Stayed,No,0,20,6380,,,United States,California,Richmond,94801,37.945288,-122.383941,28450,46-60,Long-term,Low
5213-TWWJU,1,Male,26,Yes,No,No,No,0,28,None,Fiber Optic,Yes,No,Yes,Month-to-Month,Bank Withdrawal,91,2626.15,3892.87,3,Stayed,No,0,66,2448,,,United States,California,Richmond,94804,37.921034,-122.341798,39089,18-30,Loyal,Medium
